"check_priority","upc","brand_filled","line","product_descr","num_cartridges_f","mL_total_imputed","mL_rule","implied_raw_mg_per_mL","review_flag","total_units"
"5-minor-spread","036586039506","FLAVORED MIST","F-M E-CGAC CHERRY","F-M E-CGAC CHERRY",3,2.7,"prefix8+carts",16,"minor:some_spread",10
"5-minor-spread","489525720307","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CHERRY LEMON MINT BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",10
"5-minor-spread","489525720311","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PASSION FRUIT DUO I BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",10
"5-minor-spread","085005452479","FUME","FUME QRJOY","FUME QRJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BELTZ BOX 1 COUNT",1,12,"brand+carts",25,"minor:some_spread",9
"5-minor-spread","489525720171","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY KIWI CREATE BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",9
"5-minor-spread","489525720153","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FUJI ICE BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",8
"5-minor-spread","489525720150","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CRANBERRY GRAPE CREATE BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",7
"5-minor-spread","489525720167","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SAKURA GRAPE BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",7
"5-minor-spread","489525720170","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY ICE BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",7
"5-minor-spread","036586037400","VAPIN PLUS","VAPIN PLUS LVP","VAPIN PLUS LVP",3,2.7,"prefix8+carts",16,"minor:some_spread",5
"5-minor-spread","489525720156","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MALIBU BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",5
"5-minor-spread","489525720144","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ ICE BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",4
"5-minor-spread","489525720174","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PINA COLADA BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",4
"5-minor-spread","085005452457","FUME","FUME QRJOY","FUME QRJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PACIFIC COOLER BOX 1 COUNT",1,12,"brand+carts",25,"minor:some_spread",2
"6-ok-ish","081068701482","NJOY",NA,NA,NA,3.8,"prefix11",12.6,"ok",2928816
"6-ok-ish","081991301158","JUUL",NA,NA,NA,2.8,"prefix10",50,"ok",2377287
"6-ok-ish","084920501622","VUSE",NA,NA,NA,3.6,"prefix11",50,"ok",1566972
"6-ok-ish","081991301543","JUUL",NA,NA,NA,1.4,"prefix10",50,"ok",1406027
"6-ok-ish","081991301137","JUUL",NA,NA,NA,2.8,"prefix11",50,"ok",1351013
"6-ok-ish","088796901108","BLU",NA,NA,NA,3,"prefix10",24.8,"ok",363985
"6-ok-ish","084920501532","VUSE",NA,NA,NA,3.8,"prefix11",30,"ok",332406
"6-ok-ish","081991301269","JUUL",NA,NA,NA,2.8,"prefix11",40,"ok",301672
"6-ok-ish","085570400807","MISTIC",NA,NA,NA,10,"prefix11",24,"ok",236707
"6-ok-ish","084920501535","VUSE",NA,NA,NA,3.8,"prefix11",30,"ok",232346
"6-ok-ish","085570400806","MISTIC",NA,NA,NA,10,"prefix11",24,"ok",199899
"6-ok-ish","085962600205","FINITI","FINITI MIDNIGHT E-CG CMT","FINITI MIDNIGHT E-CG CMT",1,1.75,"prefix11",16,"ok",169046
"6-ok-ish","081536802175","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1,"prefix10",60,"ok",130484
"6-ok-ish","081536802174","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1,"prefix10",60,"ok",126382
"6-ok-ish","084920501544","VUSE",NA,NA,NA,3.8,"prefix11",30,"ok",122100
"6-ok-ish","081536802177","NJOY",NA,"NJOY LOOP PODS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TROPICAL TWIST BOX 2 COUNT",2,1,"prefix10",60,"ok",120373
"6-ok-ish","081068701775","NJOY","NJOY E-CG LIQUID MN","NJOY E-CG LIQUID MN",1,10,"prefix11",10,"ok",96566
"6-ok-ish","084866602263","FINITI","FIN E-CG","FIN E-CG",1,1,"prefix11",16,"ok",95807
"6-ok-ish","081536802173","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1,"prefix10",60,"ok",93632
"6-ok-ish","088886130210","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",48,"ok",90804
"6-ok-ish","081536802176","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1,"prefix10",60,"ok",86190
"6-ok-ish","081068701686","NJOY","NJOY E-CGCM GOLD TOB RFL","NJOY E-CGCM GOLD TOB RFL",2,2,"prefix11",30,"ok",83411
"6-ok-ish","085962600207","FINITI","FINITI E-CG","FINITI E-CG",1,1.75,"prefix11",16,"ok",80663
"6-ok-ish","081991301516","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",2,1.4,"prefix11",50,"ok",69345
"6-ok-ish","084920501547","VUSE",NA,NA,NA,3.8,"prefix11",30,"ok",65611
"6-ok-ish","088796901129","BLU","BLU","BLU SMOKING ALTERNATIVE PRODUCT TOBACCO 2 COUNT",2,3,"prefix10",24.8,"ok",64800
"6-ok-ish","084866604600","FINITI","FIN ECGVT BOLD TOB","FIN ECGVT BOLD TOB",1,4.8,"prefix11",24,"ok",62144
"6-ok-ish","084866604612","FINITI","FIN E-CG CLMR","FIN E-CG CLMR",2,4.8,"prefix10",24,"ok",59364
"6-ok-ish","084866604614","FINITI","FIN ECGVT MN","FIN ECGVT MN",2,4.8,"prefix10",24,"ok",51520
"6-ok-ish","081991301522","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",2,1.4,"prefix11",50,"ok",41267
"6-ok-ish","088886130220","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix10",48,"ok",40395
"6-ok-ish","081991301520","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",2,1.4,"prefix11",50,"ok",38931
"6-ok-ish","081068701485","NJOY","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,3.8,"prefix11",12.6,"ok",36140
"6-ok-ish","088886130100","LEAP",NA,NA,NA,3,"prefix11",48,"ok",34139
"6-ok-ish","088886130216","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",48,"ok",31938
"6-ok-ish","081068701690","NJOY","NJOY E-CGCM VANILLA BEAN RFL","NJOY E-CGCM VANILLA BEAN RFL",2,2,"prefix10",30,"ok",29822
"6-ok-ish","084866604603","FINITI","FIN ECGVT VANILLA","FIN ECGVT VANILLA",2,4.8,"prefix11",24,"ok",29266
"6-ok-ish","085570400861","MISTIC","MISTIC ECGT RFL","MISTIC ECGT RFL",1,10,"prefix10",24,"ok",22502
"6-ok-ish","081068701692","NJOY","NJOY E-CGCM POMEGRANATE RFL","NJOY E-CGCM POMEGRANATE RFL",2,2,"prefix10",30,"ok",21812
"6-ok-ish","081068701542","NJOY","NJOY E-CG MN KING","NJOY E-CG MN KING",5,5,"prefix11",37.5,"ok",20990
"6-ok-ish","084866604604","FINITI","FIN ECGVT CHERRY","FIN ECGVT CHERRY",2,4.8,"prefix11",24,"ok",20907
"6-ok-ish","079182782732","AVATA","AVATA","AVATA SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE BANANA BOX 1 COUNT",1,12,"line+carts",25,"ok",18684
"6-ok-ish","081649401350","NICOTEK","NICOTEK METRO E-CG MN","NICOTEK METRO E-CG MN",2,2,"prefix8+carts",18,"ok",17014
"6-ok-ish","081068701787","NJOY","NJOY E-CG LIQUID BLD-ORNGE","NJOY E-CG LIQUID BLD-ORNGE",1,10,"prefix11",8,"ok",15758
"6-ok-ish","084866604606","FINITI","FIN ECGVT COFFEE","FIN ECGVT COFFEE",2,4.8,"prefix11",24,"ok",14713
"6-ok-ish","036586037191","VAPIN PLUS","VPLS E-CG LIQUID A-T","VPLS E-CG LIQUID A-T",1,14.9937645,"prefix11",16,"ok",13660
"6-ok-ish","084866604605","FINITI","FIN ECGVT GRAPE","FIN ECGVT GRAPE",2,4.8,"prefix11",24,"ok",13529
"6-ok-ish","081068701585","NJOY","NJOY E-CG KING 1CT=","NJOY E-CG KING 1CT=",2,5,"prefix10",45,"ok",11506
"6-ok-ish","009710000229","MARKTEN","ELCT VAPOR CGRTT CARTRIDGE","ELCT VAPOR CGRTT CARTRIDGE",2,3.6,"line+carts",50,"ok",10513
"6-ok-ish","084866604618","FINITI","FIN ECGVT CHERRY","FIN ECGVT CHERRY",2,4.8,"prefix10",24,"ok",10474
"6-ok-ish","081068701587","NJOY","NJOY E-CG MN KING 1CT=","NJOY E-CG MN KING 1CT=",2,5,"prefix10",45,"ok",10357
"6-ok-ish","088796901157","BLU","BLU","BLU SMOKING ALTERNATIVE PRODUCT 1 COUNT",2,3,"prefix10",24.8,"ok",10353
"6-ok-ish","085570400838","MISTIC","MISTIC E-CGC RFL","MISTIC E-CGC RFL",1,10,"prefix10",18,"ok",10186
"6-ok-ish","081068701586","NJOY","NJOY E-CG KING 1CT=","NJOY E-CG KING 1CT=",2,5,"prefix10",45,"ok",9368
"6-ok-ish","088796900577","BLU","ELCT CGRTT","ELCT CGRTT",1,5,"prefix11",19.2,"ok",8507
"6-ok-ish","009710000114","MARKTEN","MARKTEN E-CG/ECC","MARKTEN E-CG/ECC",1,1.6,"prefix11",35,"ok",6904
"6-ok-ish","085570400418","MISTIC","MISTIC E-CG","MISTIC E-CG",1,1,"prefix11",18,"ok",5937
"6-ok-ish","085962600211","FINITI","FINITI E-CG OLS","FINITI E-CG OLS",1,1.75,"prefix11",16,"ok",5779
"6-ok-ish","084866604607","FINITI",NA,NA,NA,4.8,"prefix11",24,"ok",5662
"6-ok-ish","036586037197","VAPIN PLUS","VPLS E-CG LIQUID PEACH","VPLS E-CG LIQUID PEACH",1,14.9937645,"prefix11",16,"ok",5002
"6-ok-ish","081068701288","NJOY","NJOY E-CG NO","NJOY E-CG NO",1,5,"prefix10",18,"ok",4348
"6-ok-ish","009710000116","MARKTEN","MARKTEN E-CG MN/ECC","MARKTEN E-CG MN/ECC",1,1.6,"prefix11",35,"ok",4029
"6-ok-ish","081002599579","IGNITE","IGNITE V8","IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT",1,2.6,"line+carts",25,"ok",3878
"6-ok-ish","081002599711","IGNITE","IGNITE V8","IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO BOX 1 COUNT",1,2.6,"line+carts",25,"ok",3304
"6-ok-ish","085002048173","PACHA","PACHA SYN","PACHA SYN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT",1,4,"prefix10",40.6,"ok",2583
"6-ok-ish","081002599206","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT",1,1.2,"prefix11",25,"ok",2538
"6-ok-ish","085570400411","NEO","NEO E-CGC RFL","NEO E-CGC RFL",5,1,"prefix11",18,"ok",2527
"6-ok-ish","085962600216","FINITI","FINITI E-CG C-M OLS","FINITI E-CG C-M OLS",1,1.75,"prefix11",16,"ok",2501
"6-ok-ish","085570400415","NEO","NEO E-CGC RFL","NEO E-CGC RFL",5,1,"prefix11",18,"ok",2449
"6-ok-ish","697184747161","JUICY","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRY ICE MESH COIL BOX 1 COUNT",1,13,"prefix11",11.5,"ok",2026
"6-ok-ish","081649401430","NICOTEK","NBL-NCL E-CG LIQUID TOB","NBL-NCL E-CG LIQUID TOB",1,9.995843,"prefix11",24,"ok",2013
"6-ok-ish","036586037194","VAPIN PLUS","VPLS E-CG LIQUID GRAPE","VPLS E-CG LIQUID GRAPE",1,14.9937645,"prefix11",16,"ok",1859
"6-ok-ish","081002599209","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT",1,1.2,"prefix11",25,"ok",1660
"6-ok-ish","081990502870","GLAS",NA,"GLAS SMOKING ALTERNATIVE PRODUCT BANDED 3 COUNT",3,1.3,"prefix10",63.5,"ok",1594
"6-ok-ish","081068701240","NJOY","NJOY E-CGC NO RFL","NJOY E-CGC NO RFL",5,5,"prefix11",24,"ok",1543
"6-ok-ish","081002599212","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT BLOOD ORANGE 1 COUNT",1,1.2,"prefix11",80.2,"ok",1362
"6-ok-ish","081649401433","NICOTEK","NBL-NCL E-CG LIQUID WM","NBL-NCL E-CG LIQUID WM",1,9.995843,"prefix11",24,"ok",1306
"6-ok-ish","081649401432","NICOTEK","NL-NBL E-CG LIQUID CHERRY","NL-NBL E-CG LIQUID CHERRY",1,9.995843,"prefix11",24,"ok",1063
"6-ok-ish","081649401434","NICOTEK","NL-NBL E-CG LIQUID GRAPE","NL-NBL E-CG LIQUID GRAPE",1,9.995843,"prefix11",24,"ok",1008
"6-ok-ish","081649401455","NICOTEK",NA,NA,NA,9.995843,"prefix10",24,"ok",969
"6-ok-ish","081649401454","NICOTEK",NA,NA,NA,9.995843,"prefix10",24,"ok",921
"6-ok-ish","081649401453","NICOTEK",NA,NA,NA,9.995843,"prefix10",24,"ok",836
"6-ok-ish","081068701483","NJOY",NA,NA,NA,3.8,"prefix11",12.6,"ok",834
"6-ok-ish","084934900227","V2 CIGS","V2 CIGS E-CG MN","V2 CIGS E-CG MN",1,1,"prefix11",18,"ok",802
"6-ok-ish","081649401465","NICOTEK",NA,NA,NA,9.995843,"prefix10",24,"ok",744
"6-ok-ish","002590017500","E SWISHER","E SWISHER E-CGAC","E SWISHER E-CGAC",1,3,"prefix11",15,"ok",698
"6-ok-ish","036586037182","VAPIN PLUS","VPLS E-CG LIQUID APPLE","VPLS E-CG LIQUID APPLE",1,14.9937645,"prefix10",16,"ok",668
"6-ok-ish","081649401456","NICOTEK",NA,NA,NA,9.995843,"prefix10",24,"ok",645
"6-ok-ish","002012632802","MISTIC",NA,NA,NA,5,"prefix11",15,"ok",631
"6-ok-ish","081649401437","NICOTEK","NL-NBL E-CG LIQUID VANILLA","NL-NBL E-CG LIQUID VANILLA",1,9.995843,"prefix11",24,"ok",613
"6-ok-ish","081649401438","NICOTEK","NL-NBL E-CG LIQUID KIWI","NL-NBL E-CG LIQUID KIWI",1,9.995843,"prefix11",24,"ok",562
"6-ok-ish","081649401435","NICOTEK","NL-NBL E-CG LIQUID APPLE","NL-NBL E-CG LIQUID APPLE",1,9.995843,"prefix11",24,"ok",561
"6-ok-ish","002590017501","E SWISHER","E SWISHER E-CG MB","E SWISHER E-CG MB",1,3,"prefix11",15,"ok",423
"6-ok-ish","084018990339","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR","AIR BAR ANTISMOKING PRODUCT 1 COUNT",1,10,"prefix10",16.2,"ok",375
"6-ok-ish","697184747274","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VANILLA ICE CREAM MESH COIL BOX 1 COUNT",1,13,"prefix10",11.5,"ok",336
"6-ok-ish","002590017504","E SWISHER","E SWISHER E-CGC MB RFL","E SWISHER E-CGC MB RFL",3,3,"prefix11",15,"ok",309
"6-ok-ish","002012632805","MISTIC","MISTIC E-CGC MN RFL","MISTIC E-CGC MN RFL",5,5,"prefix11",15,"ok",283
"6-ok-ish","081068701760","NJOY","NJOY E-CGCMB AST 2'S\SAP=","NJOY E-CGCMB AST 2'S\SAP=",2,10,"prefix10",10,"ok",251
"6-ok-ish","036586037188","VAPIN PLUS","VPLS E-CG LIQUID CHO","VPLS E-CG LIQUID CHO",1,14.9937645,"prefix10",16,"ok",248
"6-ok-ish","084018990594","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR BOX","AIR BAR BOX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MONSTER ICE 3000 PUFFS BOX 1 COUNT",1,10,"prefix10",16.2,"ok",239
"6-ok-ish","081068701761","NJOY","NJOY E-CGCMB AST 2'S\SAP=","NJOY E-CGCMB AST 2'S\SAP=",2,10,"prefix10",10,"ok",230
"6-ok-ish","697184747132","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY KIWI MESH COIL BOX 1 COUNT",1,13,"prefix11",11.5,"ok",208
"6-ok-ish","019383500507","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR MAX","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT GUAVA SHAKE 1 COUNT",1,6.5,"prefix10",33.2,"ok",200
"6-ok-ish","081068701789","NJOY","NJOY E-CG LIQUID BLD-ORNGE","NJOY E-CG LIQUID BLD-ORNGE",1,10,"prefix11",8,"ok",183
"6-ok-ish","081991301141","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",4,2.8,"prefix11",50,"ok",158
"6-ok-ish","002590017505","E SWISHER","E SWISHER E-CGC MB RFL","E SWISHER E-CGC MB RFL",3,3,"prefix11",15,"ok",148
"6-ok-ish","036586037185","VAPIN PLUS","VPLS E-CIG LIQUID CAPPUCCINO","VPLS E-CIG LIQUID CAPPUCCINO",1,14.9937645,"prefix10",16,"ok",147
"6-ok-ish","697184747275","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ALASKAN BLUEBERRY MINT MESH COIL BOX 1 COUNT",1,13,"prefix10",11.5,"ok",114
"6-ok-ish","019383500511","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR MAX","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT BANANA SHAKE 1 COUNT",1,6.5,"prefix11",33.2,"ok",79
"6-ok-ish","002590017506","E SWISHER","E SWISHER E-CG TF","E SWISHER E-CG TF",1,3,"prefix11",15,"ok",45
"6-ok-ish","081536802011","NJOY","NJOY E-CG TROPICAL TWIST","NJOY E-CG TROPICAL TWIST",1,1,"prefix10",45,"ok",34
"6-ok-ish","019383500501","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR MAX","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT CRANBERRY GRAPE 1 COUNT",1,6.5,"prefix10",33.2,"ok",20
"6-ok-ish","019383500513","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR MAX","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT BANANA SHAKE 1 COUNT",1,6.5,"prefix11",33.2,"ok",18
"6-ok-ish","078779031461","SWITCH MODS","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT GRAPEFRUIT GUAVA 1 COUNT",1,1.3,"prefix10",25,"ok",16
"6-ok-ish","081068701554","NJOY","NJOY E-CG TRDNL KING 10P","NJOY E-CG TRDNL KING 10P",10,5,"prefix10",45,"ok",9
"6-ok-ish","081068701553","NJOY","NJOY E-CG TRDNL KING","NJOY E-CG TRDNL KING",10,5,"prefix10",45,"ok",7
"6-ok-ish","081068701245","NJOY","NJOY E-CGC MN NO RFL","NJOY E-CGC MN NO RFL",5,5,"prefix11",24,"ok",5
"6-ok-ish","081068701717","NJOY","NJOY E-CG MN KING -5.00","NJOY E-CG MN KING -5.00",5,10,"prefix10",10,"ok",5
"6-ok-ish","697184747333","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MEXICAN PINA COLADA MESH COIL BOX 1 COUNT",1,13,"line+carts",11.5,"ok",5
"6-ok-ish","002590017507","E SWISHER","E SWISHER E-CG MB","E SWISHER E-CG MB",1,3,"prefix11",15,"ok",4
"6-ok-ish","083921900232","CIG2O","CIG2O E-CG RED HOT","CIG2O E-CG RED HOT",1,1,"prefix10",18,"ok",4
"6-ok-ish","085570400815","MISTIC","HAUS ECTA RFL","HAUS ECTA RFL",1,10,"prefix10",24,"ok",4
"6-ok-ish","081068701241","NJOY","NJOY E-CGC NO RFL","NJOY E-CGC NO RFL",5,5,"prefix11",24,"ok",3
"6-ok-ish","081068701683","NJOY","NJOY E-CG 4P","NJOY E-CG 4P",4,2,"prefix11",30,"ok",3
"6-ok-ish","085570400812","MISTIC","HAUS E-CG LIQUID A-B 5P","HAUS E-CG LIQUID A-B 5P",5,10,"prefix10",24,"ok",3
"6-ok-ish","084866603276","FINITI","FIN E-CGCM MN RFL","FIN E-CGCM MN RFL",5,5,"prefix11",16,"ok",2
"6-ok-ish","081068701716","NJOY","NJOY E-CG KING -5.00","NJOY E-CG KING -5.00",5,10,"prefix10",10,"ok",1
"6-ok-ish","083921900016","CIG2O","CIG2O E-CG RT","CIG2O E-CG RT",1,1,"prefix8+carts",18,"ok",1
"6-ok-ish","083921900017","CIG2O","CIG2O E-CG CM","CIG2O E-CG CM",1,1,"prefix8+carts",18,"ok",1
