"category","upc","brand_filled","brand_source","line","product_descr","num_cartridges_f","mL_total_imputed","mL_rule","mL_n_siblings","mL_sibling_lo","mL_sibling_hi","nic_yield_tot_imputed","nic_rule","implied_raw_mg_per_mL","t2_type_override","review_flag","total_units"
"e-liquid (impute mL)","085570400798","MISTIC","manual_upc","HAUS E-CG LIQUID MOON MILK","HAUS E-CG LIQUID MOON MILK",1,30,"manual_upc",NA,NA,NA,81.6,"manual_upc",4,"Open refill","ok:manual",44877
"e-liquid (impute mL)","084920501503","VUSE","raw",NA,"VUSE SOLO SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT",1,0.5,"gpt_verified",NA,NA,NA,16.32,"gpt_verified",48,"Closed pod","ok:gpt-medium",43533
"e-liquid (impute mL)","085570400744","COSMIC FOG","raw","CSM FG ECGL NE-CR","CSM FG ECGL NE-CR",1,30,"gpt_verified",NA,NA,NA,61.2,"gpt_verified",3,"Open refill","ok:gpt-high",42966
"e-liquid (impute mL)","088886130200","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",1,3,3,97.92,"prefix11",48,NA,"note:single_sibling",41788
"e-liquid (impute mL)","081991301522","JUUL","raw","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",2,1.4,"prefix11",3,1.4,1.4,47.6,"prefix11",50,NA,"ok",41267
"bare UPC (needs barcode lookup)","084920501859","VUSE","prefix",NA,NA,NA,1.8,"prefix10",1,1.8,1.8,61.2,"prefix10",50,NA,"note:single_sibling",41129
"e-liquid (impute mL)","088886130220","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix10",4,3,3,97.92,"prefix10",48,NA,"ok",40395
"e-liquid (impute mL)","081990502850","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",40074
"bare UPC (needs barcode lookup)","084920501814","VUSE","prefix",NA,NA,NA,1.8,"prefix10",1,1.8,1.8,61.2,"prefix10",50,NA,"note:single_sibling",39717
"e-liquid (impute mL)","081991301520","JUUL","raw","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",2,1.4,"prefix11",3,1.4,1.4,47.6,"prefix11",50,NA,"ok",38931
"e-liquid (impute mL)","088796901136","BLU","raw","BLU","BLU SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPHITE BLACK BOX 1 COUNT",1,3,"gpt_verified",NA,NA,NA,50.592,"prefix11",24.8,"Closed pod","ok:gpt-high",38828
"non-e-liquid (exclude)","085570400786","MISTIC","raw","HAUS ESOT","HAUS ESOT",1,NA,"excluded",NA,NA,NA,NA,"excluded",NA,"Open refill","excluded",37518
"e-liquid (impute mL)","036586037200","VAPIN PLUS","raw","VAPIN PLUS ECTA","VAPIN PLUS ECTA",1,2.306733,"prefix11",1,2.306733,2.306733,25.09725504,"prefix11",16,NA,"note:single_sibling",36821
"e-liquid (impute mL)","081068701485","NJOY","raw","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,3.8,"prefix11",2,3.8,3.8,32.64,"prefix11",12.6,NA,"ok",36140
"bare UPC (needs barcode lookup)","085000134243",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",35392
"e-liquid (impute mL)","085607300311","JAK","raw","JAK E-CG REGULAR","JAK E-CG REGULAR",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",35043
"hardware/device (exclude)","088886130099","LEAP","raw","LEAP","LEAP ANTISMOKING KIT ELECTRONIC CIGARETTE BOX 1 COUNT",1,1.5,"line_percart",10,NA,NA,97.92,"line",96,NA,"weak:coarse_match",34926
"e-liquid (impute mL)","081505802263","LOGIC","prefix","ELCT CGRTT LIQUID CAPSULE","ELCT CGRTT LIQUID CAPSULE",1,3,"gpt_verified",NA,NA,NA,36.72,"gpt_verified",18,"Closed pod","ok:gpt-high",34479
"bare UPC (needs barcode lookup)","088886130100","LEAP","prefix",NA,NA,NA,3,"prefix11",4,3,3,97.92,"prefix11",48,NA,"ok",34139
"e-liquid (impute mL)","084920501526","VUSE","raw","ELCT CGRTT VAPOR TANK","ELCT CGRTT VAPOR TANK",2,3.8,"gpt_verified",NA,NA,NA,93.024,"gpt_verified",36,"Closed pod","ok:gpt-high",33387
"e-liquid (impute mL)","084920501522","VUSE","manual_upc","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",3,2.7,"manual_upc",NA,NA,NA,27.54,"manual_upc",15,"Closed pod","ok:manual",33315
"non-e-liquid (exclude)","085570400792","MISTIC","raw","HAUS ECSOC/E-CG TANK 2PK","HAUS ECSOC/E-CG TANK 2PK",2,NA,"excluded",NA,NA,NA,NA,"excluded",NA,"Closed pod","excluded",33298
"e-liquid (impute mL)","081764101801","KRAVE","raw","KRAVE 1001 E-CG RFL","KRAVE 1001 E-CG RFL",3,6,"prefix8_percart",1,NA,NA,24.48,"prefix8",6,NA,"weak:coarse_match",33080
"e-liquid (impute mL)","081505802212","LOGIC","raw","LOGIC LQD ECGT","LOGIC LQD ECGT",1,3,"prefix10",11,1.2,9.995843,36.72,"prefix10",18,NA,"CHECK:siblings_disagree",32811
"bare UPC (needs barcode lookup)","036586037250","21ST CENTURY SMOKE","prefix",NA,NA,NA,2.306733,"prefix10",1,2.306733,2.306733,25.09725504,"prefix10",16,NA,"note:single_sibling",32692
"e-liquid (impute mL)","088886130216","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",3,3,3,97.92,"prefix11",48,NA,"ok",31938
"e-liquid (impute mL)","081505802265","LOGIC","prefix","ELCT CGRTT LIQUID CAPSULE","ELCT CGRTT LIQUID CAPSULE",1,3,"gpt_verified",NA,NA,NA,36.72,"gpt_verified",18,"Closed pod","ok:gpt-high",31322
"e-liquid (impute mL)","081068701690","NJOY","raw","NJOY E-CGCM VANILLA BEAN RFL","NJOY E-CGCM VANILLA BEAN RFL",2,2,"prefix10",3,2,2,40.8,"prefix10",30,NA,"ok",29822
"e-liquid (impute mL)","081764101577","KRAVE","raw","KRAVE E-CG TOB KING","KRAVE E-CG TOB KING",1,2,"prefix8+carts",1,2,2,24.48,"prefix8+carts",18,NA,"note:single_sibling",29345
"e-liquid (impute mL)","084866604603","FINITI","raw","FIN ECGVT VANILLA","FIN ECGVT VANILLA",2,4.8,"prefix11",2,4.8,4.8,78.336,"prefix11",24,NA,"ok",29266
"non-e-liquid (exclude)","009700000502",NA,"unknown",NA,NA,NA,NA,"excluded",NA,NA,NA,NA,"excluded",NA,NA,"excluded",29155
"e-liquid (impute mL)","081085902000","ZOOM","raw","ZOOM E-CG TOB","ZOOM E-CG TOB",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",28856
"e-liquid (impute mL)","081990502560","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",28698
"e-liquid (impute mL)","088796900986","BLU","raw","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"gpt_verified",NA,NA,NA,40.8,"prefix11",20,"Closed pod","ok:gpt-high",27971
"hardware/device (exclude)","081990502668","GLAS","prefix","ELCT VAPOR DEVICE","ELCT VAPOR DEVICE",1,NA,"hardware_exclude",NA,NA,NA,NA,"hardware_exclude",NA,NA,"",27939
"e-liquid (impute mL)","081764101580","KRAVE","raw","KRAVE E-CG MN KING","KRAVE E-CG MN KING",1,2,"prefix8+carts",1,2,2,24.48,"prefix8+carts",18,NA,"note:single_sibling",27833
"e-liquid (impute mL)","081505802006","LOGIC","raw","LOGIC POWER E-CGC CHERRY","LOGIC POWER E-CGC CHERRY",3,1.35,"prefix11",2,1.2,1.5,22.032,"prefix11",24,NA,"minor:some_spread",26888
"e-liquid (impute mL)","085570400757","MISTIC","manual_upc","HAUS E-CG LIQUID ZOMBERRY","HAUS E-CG LIQUID ZOMBERRY",1,30,"manual_upc",NA,NA,NA,81.6,"manual_upc",4,"Open refill","ok:manual",26809
"e-liquid (impute mL)","081990502793","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",26376
"e-liquid (impute mL)","081764101804","KRAVE","raw","KRAVE 1001 E-CG MN RFL","KRAVE 1001 E-CG MN RFL",3,6,"prefix8_percart",1,NA,NA,24.48,"prefix8",6,NA,"weak:coarse_match",25047
"bare UPC (needs barcode lookup)","085000134237",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",24954
"e-liquid (impute mL)","085607300312","JAK","raw","JAK E-CG MN","JAK E-CG MN",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",24817
"e-liquid (impute mL)","081990502791","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",24022
"bare UPC (needs barcode lookup)","085000134234",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",23984
"bare UPC (needs barcode lookup)","085570400539","MISTIC","prefix",NA,NA,NA,NA,"none",NA,NA,NA,142.8,"prefix8",NA,NA,"",23607
"e-liquid (impute mL)","085438400469","LOGIC","raw","LP ECGLC PLATINUM TOB","LP ECGLC PLATINUM TOB",5,3,"gpt_verified",NA,NA,NA,36.72,"gpt_verified",18,"Closed pod","ok:gpt-low",23271
"e-liquid (impute mL)","088796901124","BLU","raw","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"gpt_verified",NA,NA,NA,50.592,"prefix10",24.8,"Closed pod","ok:gpt-high",22705
"e-liquid (impute mL)","081713502323","CUE","raw","ELCT CGRTT LIQUID CARTRIDGE","ELCT CGRTT LIQUID CARTRIDGE",1,4.9979215,"prefix10",1,4.9979215,4.9979215,20.39151972,"prefix10",6,NA,"note:single_sibling",22524
"e-liquid (impute mL)","085570400861","MISTIC","raw","MISTIC ECGT RFL","MISTIC ECGT RFL",1,10,"prefix10",12,10,10,163.2,"prefix10",24,NA,"ok",22502
"e-liquid (impute mL)","085570400702","MISTIC","raw","MISTIC E-CG MN","MISTIC E-CG MN",1,5,"prefix11",3,1,5,61.2,"prefix11",18,NA,"CHECK:siblings_disagree",22289
"bare UPC (needs barcode lookup)","075166726863",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",22057
"e-liquid (impute mL)","081085902006","ZOOM","raw","ZOOM E-CG MN","ZOOM E-CG MN",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",21967
"e-liquid (impute mL)","081649401348","NICOTEK","raw","N-M-C E-CG","N-M-C E-CG",1,9.995843,"prefix8+carts",8,1,9.995843,163.13215776,"prefix8+carts",24,NA,"CHECK:siblings_disagree",21896
"e-liquid (impute mL)","081068701692","NJOY","raw","NJOY E-CGCM POMEGRANATE RFL","NJOY E-CGCM POMEGRANATE RFL",2,2,"prefix10",3,2,2,40.8,"prefix10",30,NA,"ok",21812
"e-liquid (impute mL)","085001975203","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY CREAM 750 PUFFS BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",21295
"e-liquid (impute mL)","081068701542","NJOY","raw","NJOY E-CG MN KING","NJOY E-CG MN KING",5,5,"prefix11",2,5,5,127.5,"prefix11",37.5,NA,"ok",20990
"e-liquid (impute mL)","081505802236","LOGIC","raw","LOGIC POWER ECGL CRG CHERRY","LOGIC POWER ECGL CRG CHERRY",1,2.4,"gpt_verified",NA,NA,NA,44.064,"gpt_verified",27,"Closed pod","ok:gpt-high",20972
"e-liquid (impute mL)","084866604604","FINITI","raw","FIN ECGVT CHERRY","FIN ECGVT CHERRY",2,4.8,"prefix11",2,4.8,4.8,78.336,"prefix11",24,NA,"ok",20907
"e-liquid (impute mL)","084866604136","FINITI","raw","FIN ECGVT BOLD MN","FIN ECGVT BOLD MN",1,1.75,"prefix8+carts",8,1,1.75,14.96,"prefix8+carts",12.6,NA,"minor:some_spread",20794
"e-liquid (impute mL)","085570400542","MISTIC","raw","MISTIC 2.0 E-CG MN","MISTIC 2.0 E-CG MN",1,10,"gpt_verified",NA,NA,NA,27.2,"gpt_verified",4,"Closed pod","ok:gpt-high",20595
"e-liquid (impute mL)","085438400470","LOGIC","raw","LP ECGLC PLATINUM MN","LP ECGLC PLATINUM MN",5,3,"gpt_verified",NA,NA,NA,36.72,"gpt_verified",18,"Closed pod","ok:gpt-low",20335
"bare UPC (needs barcode lookup)","075166726879",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",20230
"e-liquid (impute mL)","081991301500","JUUL","raw","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",2,1.4,"prefix11",1,1.4,1.4,47.6,"prefix11",50,NA,"note:single_sibling",20184
"e-liquid (impute mL)","085001975200","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY CREAM 750 PUFFS BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",19871
"hardware/device (exclude)","072527273070","ELCT","line_firstword","ELCT VAPOR DEVICE","ELCT VAPOR DEVICE",1,NA,"hardware_exclude",NA,NA,NA,NA,"hardware_exclude",NA,NA,"",19776
"e-liquid (impute mL)","084920501715","VUSE","raw",NA,"VUSE VIBE SMOKING ALTERNATIVE PRODUCT LIQUID VAPORIZER PEN NECTAR 1 COUNT",1,1.9,"gpt_verified",NA,NA,NA,46.512,"gpt_verified",36,"Closed pod","ok:gpt-high",19715
"e-liquid (impute mL)","036586037169","VAPIN PLUS","raw","VPLS E-CG LIQUID RICH TOB","VPLS E-CG LIQUID RICH TOB",1,14.9937645,"prefix11",1,14.9937645,14.9937645,163.13215776,"prefix11",16,NA,"note:single_sibling",19104
"e-liquid (impute mL)","075166726883","VOODOO","raw","VOODOO E-HOOKAH EHOK WCWML","VOODOO E-HOOKAH EHOK WCWML",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",19052
"e-liquid (impute mL)","081990502556","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",18934
"e-liquid (impute mL)","081010830021","ZEO","line","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT",1,3.2,"gpt_verified",NA,NA,NA,108.8,"gpt_verified",50,"Disposable","ok:gpt-high",18698
"e-liquid (impute mL)","079182782732","AVATA","line","AVATA","AVATA SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE BANANA BOX 1 COUNT",1,12,"line+carts",11,12,12,204,"line+carts",25,NA,"ok",18684
"e-liquid (impute mL)","085438400468","LOGIC","raw","LP ECGLC BLACK TOB","LP ECGLC BLACK TOB",5,3,"gpt_verified",NA,NA,NA,36.72,"gpt_verified",18,"Closed pod","ok:gpt-low",18591
"e-liquid (impute mL)","081085902003","ZOOM","raw","ZOOM E-CG TOB","ZOOM E-CG TOB",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",18258
"e-liquid (impute mL)","088796900994","BLU","raw","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",2,3,"gpt_verified",NA,NA,NA,81.6,"prefix11",40,"Closed pod","ok:gpt-high",18238
"e-liquid (impute mL)","085001975227","PUUR VAPOR","line","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINA COLADA 750 PUFFS BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",17973
"e-liquid (impute mL)","085570400541","MISTIC","raw","MISTIC 2.0 E-CG","MISTIC 2.0 E-CG",1,10,"gpt_verified",NA,NA,NA,27.2,"gpt_verified",4,"Closed pod","ok:gpt-high",17803
"e-liquid (impute mL)","085014900705","MISTIC","raw","M2CFP E-CG MILK AND HONEY","M2CFP E-CG MILK AND HONEY",1,10,"gpt_verified",NA,NA,NA,27.2,"gpt_verified",4,"Closed pod","ok:gpt-high",17676
"e-liquid (impute mL)","081010830024","ZEO","line","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT",1,3.2,"gpt_verified",NA,NA,NA,108.8,"gpt_verified",50,"Disposable","ok:gpt-high",17518
"e-liquid (impute mL)","085001975207","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ 750 PUFFS BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",17386
"e-liquid (impute mL)","085604000300","VICTORY","raw","VICTORY E-CG TOB","VICTORY E-CG TOB",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",17357
"e-liquid (impute mL)","085570400754","MISTIC","manual_upc","HAUS E-CG LIQUID JAM SESSION","HAUS E-CG LIQUID JAM SESSION",1,30,"manual_upc",NA,NA,NA,81.6,"manual_upc",4,"Open refill","ok:manual",17260
"e-liquid (impute mL)","085013000743","COSMIC FOG","raw","CSM FG ECGL SONRISE","CSM FG ECGL SONRISE",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",17121
"e-liquid (impute mL)","081002599277","IGNITE","line","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT",1,1.2,"prefix11",1,1.2,1.2,20.4,"prefix11",25,NA,"note:single_sibling",17064
"e-liquid (impute mL)","081649401350","NICOTEK","raw","NICOTEK METRO E-CG MN","NICOTEK METRO E-CG MN",2,2,"prefix8+carts",3,2,2,24.48,"prefix8+carts",18,"Disposable","ok",17014
"e-liquid (impute mL)","084920500050","VUSE","raw","VUSE DVC OGN/BT&ECCR","VUSE DVC OGN/BT&ECCR",1,0.5,"gpt_verified",NA,NA,NA,16.32,"gpt_verified",48,"Closed pod","ok:gpt-medium",16582
"e-liquid (impute mL)","088796901080","BLU","raw","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"gpt_verified",NA,NA,NA,43.96096164,"prefix11",21.5,"Closed pod","ok:gpt-high",16273
"e-liquid (impute mL)","088886130204","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",1,3,3,97.92,"prefix11",48,NA,"note:single_sibling",16113
"e-liquid (impute mL)","085438400412","LOGIC","raw","LOGIC E-CG REGULAR TOB","LOGIC E-CG REGULAR TOB",1,7.25,"prefix10",5,2.9,7.25,88.74,"gpt_verified",18,"Closed pod","CHECK:siblings_disagree",15965
"e-liquid (impute mL)","085438400471","LOGIC","raw","LP ECGLC BLACK MN","LP ECGLC BLACK MN",5,3,"gpt_verified",NA,NA,NA,36.72,"gpt_verified",18,"Closed pod","ok:gpt-low",15843
"e-liquid (impute mL)","081821401008","GREEN SMOKE","raw","GREEN SMOKE E-CGCM M-I RFL","GREEN SMOKE E-CGCM M-I RFL",3,3,"line+carts",1,3,3,48.96,"line+carts",24,NA,"note:single_sibling",15831
"e-liquid (impute mL)","081068701787","NJOY","raw","NJOY E-CG LIQUID BLD-ORNGE","NJOY E-CG LIQUID BLD-ORNGE",1,10,"prefix11",2,10,10,54.4,"prefix11",8,NA,"ok",15758
"e-liquid (impute mL)","085001975205","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH IC 750 PUFFS BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",15655
"e-liquid (impute mL)","081991301288","JUUL","manual_upc","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",4,2.8,"manual_upc",NA,NA,NA,34,"prefix11",17.9,"Closed pod","ok:manual",15628
"e-liquid (impute mL)","081990502559","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",15592
"e-liquid (impute mL)","819905028503","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",6,NA,NA,61.2,"line",60,NA,"weak:coarse_match",15271
"e-liquid (impute mL)","081085902009","ZOOM","raw","ZOOM E-CG MN","ZOOM E-CG MN",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",15187
"e-liquid (impute mL)","081068701811","NJOY","raw","NJOY E-CG LIQUID PEACH TEA","NJOY E-CG LIQUID PEACH TEA",1,5.527495,"prefix11",2,1,10.05499,44.386966,"prefix11",11.8,NA,"CHECK:siblings_disagree",15100
"e-liquid (impute mL)","085000888078","ZEO","line","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT 1000 PUFFS BOX 1 COUNT",1,3.2,"gpt_verified",NA,NA,NA,108.8,"gpt_verified",50,"Disposable","ok:gpt-high",14957
"e-liquid (impute mL)","081068701791","NJOY","raw","NJOY E-CG LIQUID VNLA-BN","NJOY E-CG LIQUID VNLA-BN",1,10,"prefix11",1,10,10,68,"prefix11",10,NA,"note:single_sibling",14940
"e-liquid (impute mL)","081649401154","NICOTEK","raw","NICOTEK METRO E-CG","NICOTEK METRO E-CG",1,9.995843,"prefix8+carts",8,1,9.995843,163.13215776,"prefix8+carts",24,"Disposable","CHECK:siblings_disagree",14776
"e-liquid (impute mL)","084866604606","FINITI","raw","FIN ECGVT COFFEE","FIN ECGVT COFFEE",2,4.8,"prefix11",2,4.8,4.8,78.336,"prefix11",24,NA,"ok",14713
"e-liquid (impute mL)","088886130201","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",1,3,3,97.92,"prefix11",48,NA,"note:single_sibling",14491
"e-liquid (impute mL)","085604000306","VICTORY","raw","VICTORY E-CGC RFL","VICTORY E-CGC RFL",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",14485
"e-liquid (impute mL)","065135724943","ESCO BARS","raw","ESCO BARS","ESCO BARS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SPEARMINT BOX 1 COUNT",1,6,"gpt_verified",NA,NA,NA,204,"gpt_verified",50,"Disposable","ok:gpt-medium",14432
"e-liquid (impute mL)","081505802044","LOGIC","manual_upc","LP ECGLC PLATINUM CHERRY","LP ECGLC PLATINUM CHERRY",3,4.5,"manual_upc",NA,NA,NA,55.08,"manual_upc",18,"Closed pod","ok:manual",14325
"e-liquid (impute mL)","081990502567","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",14213
"e-liquid (impute mL)","088886130209","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,"prefix11",1,3,3,97.92,"prefix11",48,NA,"note:single_sibling",14147
"e-liquid (impute mL)","085000888077","ZEO","line","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO EQUALS 4 PACKS BOX 1 COUNT",1,3.2,"gpt_verified",NA,NA,NA,108.8,"gpt_verified",50,"Disposable","ok:gpt-high",14005
"non-e-liquid (exclude)","085570400789","MISTIC","raw","HAUS ECSOC","HAUS ECSOC",3,NA,"excluded",NA,NA,NA,NA,"excluded",NA,"Closed pod","excluded",13975
"e-liquid (impute mL)","085001975229","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINA COLADA 750 PUFFS BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",13892
"e-liquid (impute mL)","036586037191","VAPIN PLUS","raw","VPLS E-CG LIQUID A-T","VPLS E-CG LIQUID A-T",1,14.9937645,"prefix11",2,14.9937645,14.9937645,163.13215776,"prefix11",16,NA,"ok",13660
"e-liquid (impute mL)","036586037563","VAPIN PLUS","raw","VPLS E-CG LIQUID C-M","VPLS E-CG LIQUID C-M",1,14.9937645,"prefix11",1,14.9937645,14.9937645,244.69823664,"prefix11",24,NA,"note:single_sibling",13539
"e-liquid (impute mL)","084866604605","FINITI","raw","FIN ECGVT GRAPE","FIN ECGVT GRAPE",2,4.8,"prefix11",2,4.8,4.8,78.336,"prefix11",24,NA,"ok",13529
"e-liquid (impute mL)","085001975212","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE 750 PUFFS BOX 1 COUNT",1,10,"prefix11",1,10,10,110.5,"prefix11",16.2,NA,"note:single_sibling",13463
"e-liquid (impute mL)","081002599278","IGNITE","line","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SOUR APPLE ICE BOX 1 COUNT",1,1.2,"prefix11",1,1.2,1.2,20.4,"prefix11",25,NA,"note:single_sibling",13438
"e-liquid (impute mL)","085001975204","PUUR VAPOR","raw","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH IC 750 PUFFS BOX 1 COUNT",1,12,"prefix10",6,10,12,110.5,"prefix10",13.5,NA,"minor:some_spread",13430
"e-liquid (impute mL)","081713502370","ELCT","line_firstword","ELCT CGRTT LIQUID CARTRIDGE","ELCT CGRTT LIQUID CARTRIDGE",1,4.9979215,"prefix11",1,4.9979215,4.9979215,20.39151972,"prefix11",6,NA,"note:single_sibling",13395
"bare UPC (needs barcode lookup)","081713502417",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,20.39151972,"prefix8",NA,NA,"",13212
"e-liquid (impute mL)","085452700318","VIENTI","raw","VIENTI E-CGC","VIENTI E-CGC",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",13113
"hardware/device (exclude)","088796901110","BLU","raw",NA,"MY BLU ANTISMOKING KIT ELECTRONIC CIGARETTE INTENSE BOX 1 COUNT",1,3,"prefix10",2,3,3,50.592,"prefix10",24.8,NA,"ok",13059
"e-liquid (impute mL)","081990502557","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",12848
"e-liquid (impute mL)","036586037175","VAPIN PLUS","raw","VPLS E-CG LIQUID VANILLA","VPLS E-CG LIQUID VANILLA",1,14.9937645,"prefix11",1,14.9937645,14.9937645,163.13215776,"prefix11",16,NA,"note:single_sibling",12778
