year,brand,mL_old,mL_new,mL_sq_old,mL_sq_new,nic_old,nic_new,nic_mg_per_mL_old,nic_mg_per_mL_new,avg_mL_per_ecig_old,avg_mL_per_ecig_new,N_hom_old,N_hom_new,N_hom_change,mL_change_pct
2020,NICOTEK,1351.45959,1351.45959,13097.194046484372,13097.194046484372,2496.960000000004,2496.960000000004,1.8476024133285438,1.8476024133285438,9.691147366444284,9.691147366444284,17.90538726216502,17.90538726216502,0,0
2020,NJOY,40166094.457454175,40166094.457454175,144489659.8712608,144489659.8712608,1365235620.5615134,1365235620.5615134,33.98975277538212,33.98975277538212,3.597304189589831,3.597304189589831,122.27148006200468,122.27148006200468,0,0
2020,PUFF,3568.2000000000085,3568.2000000000085,6779.579999999995,6779.579999999995,40098.23999999989,40098.23999999989,11.23766605010924,11.23766605010924,1.8999999999999941,1.8999999999999941,21.351565495207492,21.351565495207492,0,0
2020,RIP TIDE RIPSTICK,2.8,2.8,3.9199999999999995,3.9199999999999995,29.375999999999998,29.375999999999998,10.491428571428571,10.491428571428571,1.4,1.4,14.687999999999999,14.687999999999999,0,0
2020,UNKNOWN,6427740.283558325,6427740.283558325,18771093.2746083,18771093.2746083,198081164.8771974,198081164.8771974,30.816609903152763,30.816609903152763,2.9203254093236066,2.9203254093236066,89.9945289293905,89.9945289293905,0,0
2020,V2 CIGS,233,233,733,733,2854.3679999999936,2854.3679999999936,12.250506437768212,12.250506437768212,3.1459227467811157,3.1459227467811157,38.53914686216351,38.53914686216351,0,0
2020,VAPIN PLUS,2213.3103135,2213.3103135,33068.79122910783,33068.79122910783,2217.8880000000036,2217.8880000000036,1.0020682533633363,1.0020682533633363,14.940874321782186,14.940874321782186,14.971775835349396,14.971775835349396,0,0
2020,VUSE,45329545.7008907,45316081.70089036,159091764.70658815,158974627.90658158,1172725134.6580932,1199591763.309708,25.87109834270962,26.471656822132942,3.5096703981187725,3.5081282833740253,90.79902802022758,92.86596800549555,2.0669399852679646,-0.029702481664339107
2020,ZIG-ZAG,25.2,25.2,50.95999999999999,50.95999999999999,310.08,310.08,12.304761904761904,12.304761904761904,2.0222222222222217,2.0222222222222217,24.882962962962953,24.882962962962953,0,0
2021,21ST CENTURY SMOKE,1295.0752899999995,1295.0752899999995,6252.739477629207,6252.739477629207,11812.416000000003,11812.416000000003,9.121026469434073,9.121026469434073,4.828089552715664,4.828089552715664,44.037132607117684,44.037132607117684,0,0
2021,AIRIS,636,636,3816,3816,10812.000000000002,10812.000000000002,17.000000000000004,17.000000000000004,6,6,102.00000000000003,102.00000000000003,0,0
